precinct,lon,lat
Precinct 1,-74.01093093205078,40.700415152334386
Precinct 1,-74.01100364429965,40.7005811094415
Precinct 1,-74.01104377249544,40.70068284521962
Precinct 1,-74.01107427475976,40.70074833789611
Precinct 1,-74.01110436404355,40.70081064942935
Precinct 1,-74.01113362222922,40.70086787440551
Precinct 1,-74.01115033556847,40.70089840060352
Precinct 1,-74.01135836291346,40.700851958133754
Precinct 1,-74.0113031892116,40.70064784403631
Precinct 1,-74.0112981643226,40.70059888503188
Precinct 1,-74.0113098641094,40.70057980068849
Precinct 1,-74.01133409410411,40.70056835317968
Precinct 1,-74.01136082267432,40.700565810999244
Precinct 1,-74.0113817187564,40.700570257117825
Precinct 1,-74.01139508123386,40.700590607673746
Precinct 1,-74.01143269912255,40.700674541618824
Precinct 1,-74.01146947437395,40.70074892825803
Precinct 1,-74.01150291143712,40.70081505897421
Precinct 1,-74.01172926817476,40.70077011805966
Precinct 1,-74.01170009248338,40.70072153863589
Precinct 1,-74.01168275397707,40.70069334506205
Precinct 1,-74.01166539833076,40.70063756109282
Precinct 1,-74.01163149614044,40.70055539174732
Precinct 1,-74.01161019835878,40.70049300642146
Precinct 1,-74.01161413587113,40.70047261846256
Precinct 1,-74.01163147918649,40.7004582182481
Precinct 1,-74.01167798034295,40.70046181520745
Precinct 1,-74.01170321011992,40.70048100238678
Precinct 1,-74.0117260583568,40.70047860442187
Precinct 1,-74.01175129264944,40.700530788088855
Precinct 1,-74.01177730827746,40.700570974877515
Precinct 1,-74.0118261923343,40.70066634278202
Precinct 1,-74.01183407601519,40.70068613447613
Precinct 1,-74.01184827026107,40.700729925303335
Precinct 1,-74.01185378549589,40.70073892145015
Precinct 1,-74.01199159781133,40.70070483146642
Precinct 1,-74.01208668214693,40.70068130873918
Precinct 1,-74.01208509377953,40.700664514803854
Precinct 1,-74.01206932171665,40.70059973334407
Precinct 1,-74.01203856797002,40.7005289563097
Precinct 1,-74.01197670642495,40.7003784242992
Precinct 1,-74.01190488098494,40.700226930001975
Precinct 1,-74.01185672556994,40.70010710340839
Precinct 1,-74.01193096316568,40.70005120965431
Precinct 1,-74.01196196116918,40.70003754559545
Precinct 1,-74.01204027930206,40.70004809164553
Precinct 1,-74.01208842091683,40.70008658368945
Precinct 1,-74.0121275950614,40.70014308650671
Precinct 1,-74.0121577915851,40.70021137814554
Precinct 1,-74.01217247960996,40.70023311559768
Precinct 1,-74.0122369454993,40.700321277341686
Precinct 1,-74.012254902849,40.70036473434146
Precinct 1,-74.01231855974251,40.70048828759264
Precinct 1,-74.01236222440261,40.70057582996201
Precinct 1,-74.01239160032276,40.700620527591425
Precinct 1,-74.01259392327508,40.70057083347242
Precinct 1,-74.01259064684221,40.700511850508086
Precinct 1,-74.01255471870938,40.700359730657745
Precinct 1,-74.01252899955233,40.700252320356945
Precinct 1,-74.01251593564191,40.70018464848013
Precinct 1,-74.01251511280124,40.70015049211081
Precinct 1,-74.01254202780166,40.7001349741483
Precinct 1,-74.01261382087355,40.7001082653085
Precinct 1,-74.0126480885808,40.7001150877804
Precinct 1,-74.01268072728449,40.700146755381454
Precinct 1,-74.0127349915857,40.70021877320353
Precinct 1,-74.01279619139243,40.70030009938202
Precinct 1,-74.01283454933399,40.7003528742319
Precinct 1,-74.01286637756563,40.70040751337172
Precinct 1,-74.01288188403376,40.70044165938353
Precinct 1,-74.01290474249372,40.70049691216278
Precinct 1,-74.01290881793956,40.7005236116935
Precinct 1,-74.01300205335569,40.700516028968025
Precinct 1,-74.01310747847371,40.700507452180645
Precinct 1,-74.01311155389506,40.700472053044614
Precinct 1,-74.01311153191469,40.70036029110572
Precinct 1,-74.01309395831629,40.700223693239856
Precinct 1,-74.01307843485952,40.70010324258423
Precinct 1,-74.0130249570557,40.69988283020606
Precinct 1,-74.0130118926586,40.69981825663123
Precinct 1,-74.0130208570276,40.69979341886536
Precinct 1,-74.01304370092437,40.699774784735865
Precinct 1,-74.01311303826314,40.69977416588525
Precinct 1,-74.01314078965092,40.69980333792549
Precinct 1,-74.01315384897731,40.69984494048537
Precinct 1,-74.01316691626805,40.69993124433758
Precinct 1,-74.01317753563323,40.70001754746247
Precinct 1,-74.01318571684631,40.70010323034386
Precinct 1,-74.01320084197307,40.70023982747352
Precinct 1,-74.01320736787197,40.700275216518826
Precinct 1,-74.013222880169,40.700333586085414
Precinct 1,-74.01327349483086,40.70049687022777
Precinct 1,-74.01348560832739,40.700478222908394
Precinct 1,-74.01348068493701,40.7003577710684
Precinct 1,-74.01348311536113,40.700263388116284
Precinct 1,-74.01350349660866,40.700176459528265
Precinct 1,-74.01353285018092,40.700108160920664
Precinct 1,-74.01358669315087,40.70007959034501
Precinct 1,-74.01361029830733,40.700084298589694
Precinct 1,-74.01367479314794,40.700125821450825
Precinct 1,-74.01366274969912,40.70013665703527
Precinct 1,-74.01364265186702,40.70016178280938
Precinct 1,-74.01361182269157,40.70024517465057
Precinct 1,-74.01357049009951,40.70023220337395
Precinct 1,-74.01356130931909,40.70029512215821
Precinct 1,-74.01353310205637,40.700297124245715
Precinct 1,-74.01353047796475,40.70031110034647
Precinct 1,-74.01356131236537,40.70031009758511
Precinct 1,-74.01356034144283,40.70036653343726
Precinct 1,-74.01352950889165,40.7003735241241
Precinct 1,-74.0135314747603,40.70038201618361
Precinct 1,-74.01356297111606,40.70038001320642
Precinct 1,-74.01355970548923,40.700438933924836
Precinct 1,-74.01352361756736,40.700441937578304
Precinct 1,-74.013522959189,40.70046041540698
Precinct 1,-74.01358070018833,40.70045691449295
Precinct 1,-74.01358541798506,40.700501912756216
Precinct 1,-74.01355283229525,40.70050335816964
Precinct 1,-74.01357712822566,40.70064368147604
Precinct 1,-74.01351039592653,40.700650371152065
Precinct 1,-74.01355826959487,40.700939870830524
Precinct 1,-74.01395152756511,40.700990982459956
Precinct 1,-74.01409198385485,40.70055161832716
Precinct 1,-74.01410490300086,40.70051082838683
Precinct 1,-74.01409144949487,40.70050833672693
Precinct 1,-74.01412821190833,40.70039328255715
Precinct 1,-74.01413726388596,40.7003949552103
Precinct 1,-74.01414860637789,40.70032057172371
Precinct 1,-74.01417467279454,40.70026089129383
Precinct 1,-74.01422063195506,40.700111491868306
Precinct 1,-74.01430981311296,40.7001212960687
Precinct 1,-74.01430981586157,40.70013410151561
Precinct 1,-74.0141778793178,40.70054147355369
Precinct 1,-74.01416495763293,40.70053905203079
Precinct 1,-74.014152387873,40.70057786578352
Precinct 1,-74.01428920741134,40.70064414476506
Precinct 1,-74.01430157023232,40.700632211270126
Precinct 1,-74.0142965168929,40.70062918652366
Precinct 1,-74.01431530264759,40.70061103797418
Precinct 1,-74.01431796468086,40.70061249730781
Precinct 1,-74.01436783583223,40.70054612266752
Precinct 1,-74.01444813150721,40.700447372399935
Precinct 1,-74.01455999973693,40.700309786779634
Precinct 1,-74.014575133320335,40.700316916331175
Precinct 1,-74.01458425440427,40.70030846895508
Precinct 1,-74.01458234409444,40.70028387552854
Precinct 1,-74.01463294333469,40.700197430412395
Precinct 1,-74.01467119992019,40.70021040169968
Precinct 1,-74.01466717213708,40.70023938090731
Precinct 1,-74.01465386124694,40.700242641175116
Precinct 1,-74.01460863003739,40.70030970824581
Precinct 1,-74.01460825448508,40.70032365711382
Precinct 1,-74.01455219325999,40.70038298075156
Precinct 1,-74.01449342549972,40.70044516925058
Precinct 1,-74.01449246893424,40.700454669002845
Precinct 1,-74.01448492126376,40.70046115359196
Precinct 1,-74.01447857931358,40.70046208215573
Precinct 1,-74.01440947394667,40.70055133141232
Precinct 1,-74.01439689988952,40.70056348189313
Precinct 1,-74.01439480693739,40.70057047909727
Precinct 1,-74.01432384363015,40.70066130412711
Precinct 1,-74.01464323234912,40.70081730432509
Precinct 1,-74.01472424834412,40.700714293894286
Precinct 1,-74.0147714243913,40.70066365140427
Precinct 1,-74.01481236514054,40.70061084993614
Precinct 1,-74.01485926659423,40.70055544464556
Precinct 1,-74.0149303261122,40.70047926936087
Precinct 1,-74.01499883053579,40.7004061205765
Precinct 1,-74.01506818269304,40.70031825755493
Precinct 1,-74.01509832270126,40.70033426552343
Precinct 1,-74.01503579735079,40.70042083101057
Precinct 1,-74.01502271060053,40.70041953605862
Precinct 1,-74.01500850517257,40.70043770992608
Precinct 1,-74.0149931457591,40.700436847319814
Precinct 1,-74.01496757071698,40.700465414879595
Precinct 1,-74.0149749555559,40.700470177723446
Precinct 1,-74.01494881182721,40.70049441360121
Precinct 1,-74.01494255505806,40.700506102788744
Precinct 1,-74.01492322289359,40.700515191471446
Precinct 1,-74.01491754650799,40.700525575210115
Precinct 1,-74.01492379463954,40.70053033870711
Precinct 1,-74.01493687947062,40.70052297938124
Precinct 1,-74.0149419915596,40.700523843325755
Precinct 1,-74.01488598965476,40.70058011443566
Precinct 1,-74.0148200428468,40.700660619780194
Precinct 1,-74.01472681782197,40.700774015849625
Precinct 1,-74.01470265033873,40.70079911552308
Precinct 1,-74.014673656285,40.70083460953097
Precinct 1,-74.01481072560155,40.70090383198211
Precinct 1,-74.01482834225281,40.70089474286969
Precinct 1,-74.0150211366168,40.70099250401337
Precinct 1,-74.01514231812101,40.700842892354245
Precinct 1,-74.01567778184742,40.70125602102743
Precinct 1,-74.01579351711152,40.70134690580749
Precinct 1,-74.01591034233417,40.701460948443824
Precinct 1,-74.01611609060481,40.701630801625306
Precinct 1,-74.0161389063599,40.70164601660011
Precinct 1,-74.01624449060664,40.70175272143678
Precinct 1,-74.01639205370195,40.7018977010082
Precinct 1,-74.01651515260784,40.70201729867141
Precinct 1,-74.01653258703746,40.70203653968305
Precinct 1,-74.01681859599923,40.702338575080425
Precinct 1,-74.01689657041253,40.702421879959516
Precinct 1,-74.01700396789508,40.70255453562752
Precinct 1,-74.01713705889378,40.702711340267676
Precinct 1,-74.01714508062659,40.70270534997616
Precinct 1,-74.01725182133951,40.70283555726377
Precinct 1,-74.01724571591129,40.70283845773918
Precinct 1,-74.01725328400015,40.70284622266265
Precinct 1,-74.01729346221033,40.70288743870684
Precinct 1,-74.01731837763408,40.702918871771544
Precinct 1,-74.01739839332281,40.703019140804905
Precinct 1,-74.01744003546041,40.70307751454187
Precinct 1,-74.0174938116277,40.703154843460084
Precinct 1,-74.01754038297949,40.70323616042984
Precinct 1,-74.01757548561503,40.703307503056024
Precinct 1,-74.0175964796706,40.70336138730904
Precinct 1,-74.01761681217123,40.70342324846539
Precinct 1,-74.01762601904949,40.703422761227074
Precinct 1,-74.01764797506856,40.703494599879505
Precinct 1,-74.0176604507462,40.70354997909756
Precinct 1,-74.0176688130726,40.70359131296505
Precinct 1,-74.01767017368236,40.70359951404867
Precinct 1,-74.01767132020267,40.70360642738378
Precinct 1,-74.01768310568113,40.70371113122529
Precinct 1,-74.01767264581419,40.703711790543394
Precinct 1,-74.0176768962942,40.70377050363855
Precinct 1,-74.0176742874819,40.70383436757153
Precinct 1,-74.01766578442248,40.703899233718545
Precinct 1,-74.01765792483445,40.70393266228898
Precinct 1,-74.01764306532702,40.70398897346139
Precinct 1,-74.01765378898196,40.70399838081251
Precinct 1,-74.01765461989739,40.70400968256976
Precinct 1,-74.01764390293602,40.70402224590195
Precinct 1,-74.0176339989054,40.70402475128058
Precinct 1,-74.01762657963027,40.70402350082157
Precinct 1,-74.017570356400185,40.70418388098656
Precinct 1,-74.01779454520306,40.70423489810137
Precinct 1,-74.01785585682941,40.70407884761561
Precinct 1,-74.01775054986868,40.70405488289349
Precinct 1,-74.01779139303439,40.703950912583586
Precinct 1,-74.01781758697946,40.70393792249655
Precinct 1,-74.01783782825967,40.7039626661385
Precinct 1,-74.01780821746956,40.70403196447961
Precinct 1,-74.01791229326221,40.704054497150985
Precinct 1,-74.0179426936393,40.70397317657622
Precinct 1,-74.01795473982622,40.703975785608584
Precinct 1,-74.01784441106724,40.7042420399379
Precinct 1,-74.01844742686767,40.70416230497785
Precinct 1,-74.01866784676683,40.7044352775521
Precinct 1,-74.0186556057803,40.704441002264126
Precinct 1,-74.0175164637148,40.70458062465244
Precinct 1,-74.01748090483301,40.70466726085783
Precinct 1,-74.01753170409474,40.70467087238822
Precinct 1,-74.01754796252615,40.70466365937495
Precinct 1,-74.0175581267377,40.704665721926894
Precinct 1,-74.01757031461892,40.70466262450054
Precinct 1,-74.0175736990255,40.70466778415497
Precinct 1,-74.01756693013911,40.70467138635169
Precinct 1,-74.01759808539704,40.70468427263889
Precinct 1,-74.01763433061075,40.70467870736846
Precinct 1,-74.01767570940247,40.704680679349764
Precinct 1,-74.0176867022587,40.704673791625446
Precinct 1,-74.01771837938914,40.704679698954116
Precinct 1,-74.01773325394241,40.704671333373426
Precinct 1,-74.017749416039,40.704675267937745
Precinct 1,-74.01776556881737,40.704672314957755
Precinct 1,-74.01776687049336,40.704664930160334
Precinct 1,-74.01778367349166,40.70467083758812
Precinct 1,-74.01779789585477,40.70466690269019
Precinct 1,-74.01780630901126,40.704661985472484
Precinct 1,-74.01782893315101,40.70466493044815
Precinct 1,-74.01783992611874,40.704660996045185
Precinct 1,-74.01790198846368,40.70465164811147
Precinct 1,-74.01791039104738,40.704659033578714
Precinct 1,-74.01794142815919,40.70465558405201
Precinct 1,-74.01794401937286,40.70464820843307
Precinct 1,-74.01796922420488,40.704647217598676
Precinct 1,-74.01797892738357,40.704640824085274
Precinct 1,-74.01798926941159,40.70464673182195
Precinct 1,-74.01799832152902,40.7046496854182
Precinct 1,-74.01800802337449,40.70463836559934
Precinct 1,-74.01802418707257,40.704645750346394
Precinct 1,-74.0180429299157,40.704628037110304
Precinct 1,-74.01805392410763,40.70462950493453
Precinct 1,-74.01806509374255,40.70463582599159
Precinct 1,-74.01811302905885,40.704553602333725
Precinct 1,-74.01886289045412,40.70471960666815
Precinct 1,-74.01888747947997,40.70472914280423
Precinct 1,-74.01892572382414,40.70477376257028
Precinct 1,-74.01934155704542,40.706070538204024
Precinct 1,-74.01934254624489,40.70609367302966
Precinct 1,-74.01922242283976,40.70657308822348
Precinct 1,-74.01912275963412,40.70697581433742
Precinct 1,-74.01910255488421,40.707000437641476
Precinct 1,-74.01909155084711,40.707004473184455
Precinct 1,-74.01906617140145,40.70701377062146
Precinct 1,-74.01903338019704,40.70701319087602
Precinct 1,-74.01895359463371,40.70699676946549
Precinct 1,-74.01894579167337,40.707017770941356
Precinct 1,-74.01893740557156,40.70703420689668
Precinct 1,-74.01892660443805,40.70704425778582
Precinct 1,-74.01890921570671,40.70706434245125
Precinct 1,-74.01888462028894,40.70708580553678
Precinct 1,-74.01885943006918,40.70710041568369
Precinct 1,-74.01882943775034,40.70711548664006
Precinct 1,-74.0187964493679,40.707127819847564
Precinct 1,-74.0187610576787,40.70713786652502
Precinct 1,-74.01872626987432,40.70714335568634
Precinct 1,-74.01868966870477,40.70714244375395
Precinct 1,-74.01865548075625,40.707141539125075
Precinct 1,-74.01863058372699,40.707139715269285
Precinct 1,-74.01858078403724,40.70712374810277
Precinct 1,-74.01854718475342,40.70710777026421
Precinct 1,-74.01857117399437,40.70707992238862
Precinct 1,-74.01860717601127,40.70709544097515
Precinct 1,-74.018634170231,40.7071031988087
Precinct 1,-74.01864437101173,40.70710547586043
Precinct 1,-74.01864796262196,40.70708173752739
Precinct 1,-74.01868695379925,40.70708400923754
Precinct 1,-74.01872115249093,40.707081725647235
Precinct 1,-74.0187505462297,40.7070798933099
Precinct 1,-74.01876194037433,40.70707578586688
Precinct 1,-74.01874993323992,40.707049762489504
Precinct 1,-74.01877393087639,40.70704428278754
Precinct 1,-74.01879432757903,40.70703241167231
Precinct 1,-74.01882011914353,40.70701597288297
Precinct 1,-74.0188387043294,40.70699496965154
Precinct 1,-74.01884829724433,40.7069830904102
Precinct 1,-74.01884889814522,40.706970312852796
Precinct 1,-74.01881110035019,40.70696621177411
Precinct 1,-74.0187985148563,40.706982188376216
Precinct 1,-74.0187757159848,40.70699725864645
Precinct 1,-74.01874212416375,40.70700776337878
Precinct 1,-74.0187229298169,40.707006856997815
Precinct 1,-74.01869473190766,40.707010967669895
Precinct 1,-74.01867853372204,40.70701873300241
Precinct 1,-74.01864794474125,40.70701781957841
Precinct 1,-74.01862814488062,40.70701097846493
Precinct 1,-74.01861254498972,40.70699728514591
Precinct 1,-74.01860474411275,40.706989064177236
