precinct,address,lon,lat
Precinct01,140 ompson st,-74.00075773,40.72663245
Precinct01,27 vaam st,-74.00484919,40.72658314
Precinct01,17 vaam st,-74.00444951,40.72654439
Precinct01,17 vaam st,-74.00444951,40.72654439
Precinct01,17 vaam st,-74.00444951,40.72654439
Precinct01,11 vaam st,-74.00418747,40.72651898
Precinct01,179 prince st,-74.00187561,40.72649085
Precinct01,155 wooster st,-73.99954995,40.72639996
Precinct01,460 w bway,-74.00069166,40.72639494
Precinct01,184 prince st,-74.00215321,40.7262843
Precinct01,184 prince st,-74.00215321,40.7262843
Precinct01,149 wooster st,-73.99967112,40.72625687
Precinct01,149 wooster st,-73.99967112,40.72625687
Precinct01,149 wooster st,-73.99967112,40.72625687
Precinct01,125 sullivan st,-74.00229154,40.72625679
Precinct01,125 sullivan st,-74.00229154,40.72625679
Precinct01,125 sullivan st,-74.00229154,40.72625679
Precinct01,625 bway,-73.9967539,40.72616384
Precinct01,147 wooster st,-73.99976799,40.72614247
Precinct01,30 vaam st,-74.00497814,40.72613814
Precinct01,30 vaam st,-74.00497814,40.72613814
Precinct01,143 greene st,-73.99876973,40.7260596
Precinct01,150 varick st,-74.00531978,40.72601441
Precinct01,117 sullivan st,-74.00244322,40.7260033
Precinct01,110 sullivan st,-74.00307822,40.72599446
Precinct01,139 wooster st,-74.00010111,40.72592545
Precinct01,233 spring st,-74.00475084,40.72591548
Precinct01,233 spring st,-74.00475084,40.72591548
Precinct01,233 spring st,-74.00475084,40.72591548
Precinct01,160 prince st,-74.00150534,40.72590052
Precinct01,33 bleecker st,-73.99375754,40.72582522
Precinct01,300 spring st,-74.00797756,40.72572491
Precinct01,300 spring st,-74.00797756,40.72572491
Precinct01,110 ompson st,-74.00168679,40.72569509
Precinct01,100 sullivan st,-74.00332666,40.72569204
Precinct01,131 prince st,-74.00027367,40.72565829
Precinct01,430 w bway,-74.00147,40.72552384
Precinct01,430 w bway,-74.00147,40.72552384
Precinct01,430 w bway,-74.00147,40.72552384
Precinct01,121 greene st,-73.99928247,40.72545414
Precinct01,121 greene st,-73.99928247,40.72545414
Precinct01,97 sullivan st,-74.00297718,40.72544526
Precinct01,130 prince st,-74.00050657,40.72533877
Precinct01,597 bway,-73.99747284,40.72531138
Precinct01,191 spring st,-74.00292177,40.72529053
Precinct01,187 spring st,-74.00280492,40.72525504
Precinct01,187 spring st,-74.00280492,40.72525504
Precinct01,128 wooster st,-74.00006027,40.72524318
Precinct01,486 greenwich st,-74.00944497,40.72522386
Precinct01,31 renwick st,-74.00866219,40.72522154
Precinct01,31 renwick st,-74.00866219,40.72522154
Precinct01,31 renwick st,-74.00866219,40.72522154
Precinct01,261 hudson st,-74.00807292,40.72517019
Precinct01,204 spring st,-74.00371702,40.72515955
Precinct01,115 wooster st,-74.00070976,40.72513129
Precinct01,22 renwick st,-74.00830831,40.72499798
Precinct01,173 spring st,-74.00225223,40.72498081
Precinct01,196 spring st,-74.00327901,40.72497965
Precinct01,112 prince st,-73.99965836,40.72496302
Precinct01,200 spring st,-74.00340958,40.72496062
Precinct01,38 dominick st,-74.00682779,40.72491618
Precinct01,113 greene st,-73.9997848,40.72486008
Precinct01,579 bway,-73.99787081,40.72484672
Precinct01,413 w bway,-74.00136918,40.72477562
Precinct01,413 w bway,-74.00136918,40.72477562
Precinct01,83 sullivan st,-74.00347938,40.72474684
Precinct01,107 greene st,-73.99988386,40.72474028
Precinct01,107 greene st,-73.99988386,40.72474028
Precinct01,255 hudson st,-74.00818533,40.72470672
Precinct01,79 ompson st,-74.00297622,40.72470115
Precinct01,81 sullivan st,-74.00353038,40.72468649
Precinct01,100 prince st,-73.99906438,40.72462997
Precinct01,79 sullivan st,-74.00357959,40.72462848
Precinct01,96 prince st,-73.99891527,40.72460371
Precinct01,73 ompson st,-74.00316215,40.72459515
Precinct01,170 spring st,-74.00239914,40.72458013
Precinct01,77 sullivan st,-74.00362637,40.72457334
Precinct01,103 greene st,-74.00002981,40.72456736
Precinct01,456 washington st,-74.01065214,40.72446636
Precinct01,133 mercer st,-73.99897917,40.72446588
Precinct01,133 mercer st,-73.99897917,40.72446588
Precinct01,133 mercer st,-73.99897917,40.72446588
Precinct01,133 mercer st,-73.99897917,40.72446588
Precinct01,71 sullivan st,-74.00377427,40.72439902
Precinct01,472 greenwich st,-74.00963824,40.72436849
Precinct01,100 wooster st,-74.00060113,40.72435325
Precinct01,100 wooster st,-74.00060113,40.72435325
Precinct01,100 wooster st,-74.00060113,40.72435325
Precinct01,100 wooster st,-74.00060113,40.72435325
Precinct01,100 wooster st,-74.00060113,40.72435325
Precinct01,67 sullivan st,-74.00382279,40.72434184
Precinct01,139 spring st,-74.00083586,40.72425868
Precinct01,59 ompson st,-74.00349686,40.72420829
Precinct01,59 ompson st,-74.00349686,40.72420829
Precinct01,98 greene st,-73.99973124,40.72417499
Precinct01,96 greene st,-73.99978,40.72411703
Precinct01,129 spring st,-74.000418,40.72404932
Precinct01,388 w bway,-74.0026819,40.72403107
Precinct01,115 mercer st,-73.99944142,40.72399159
Precinct01,131 watts st,-74.00967059,40.72399134
Precinct01,92 greene st,-73.99975837,40.72397085
Precinct01,462 greenwich st,-74.00972712,40.72385702
Precinct01,73 wooster st,-74.00196313,40.72381742
Precinct01,109 spring st,-73.99966543,40.72370226
Precinct01,109 spring st,-73.99966543,40.72370226
Precinct01,109 spring st,-73.99966543,40.72370226
Precinct01,521 broome st,-74.00400544,40.72366738
Precinct01,374 w bway,-74.00298024,40.72361069
Precinct01,552 bway,-73.99777424,40.72360282
Precinct01,122 spring st,-74.000298,40.72360156
Precinct01,76 wooster st,-74.00132959,40.72356704
Precinct01,99 spring st,-73.99930651,40.72346903
Precinct01,80 greene st,-74.00034429,40.72345255
Precinct01,106 spring st,-73.99991143,40.72336884
Precinct01,542 bway,-73.99816842,40.72334263
Precinct01,546 bway,-73.99785783,40.72333541
Precinct01,437 washington st,-74.01012618,40.72330088
Precinct01,437 washington st,-74.01012618,40.72330088
Precinct01,67 greene st,-74.00111367,40.72329829
Precinct01,67 greene st,-74.00111367,40.72329829
Precinct01,450 greenwich st,-74.00983293,40.72327159
Precinct01,450 greenwich st,-74.00983293,40.72327159
Precinct01,65 greene st,-74.00115524,40.72323705
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,96 spring st,-73.99949259,40.72318623
Precinct01,70 greene st,-74.00061136,40.72313628
Precinct01,428 washington st,-74.01067001,40.72308883
Precinct01,530 bway,-73.99834479,40.72307287
Precinct01,23 ompson st,-74.0044669,40.72307165
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,32 ompson st,-74.00389193,40.72301206
Precinct01,83 mercer st,-74.00029907,40.7229806
Precinct01,489 broome st,-74.00273102,40.72293899
Precinct01,357 w bway,-74.00299503,40.7229056
Precinct01,79 mercer st,-74.00039437,40.72286771
Precinct01,355 w bway,-74.00301297,40.72284416
Precinct01,350 w bway,-74.00369406,40.72282549
Precinct01,350 w bway,-74.00369406,40.72282549
Precinct01,350 w bway,-74.00369406,40.72282549
Precinct01,44 gra st,-74.00403405,40.72270269
Precinct01,43 wooster st,-74.00270755,40.72268245
Precinct01,347 w bway,-74.00319544,40.72263057
Precinct01,27 gra st,-74.00486787,40.72258928
Precinct01,39 vestry st,-74.00917467,40.72252476
Precinct01,39 vestry st,-74.00917467,40.72252476
Precinct01,458 broome st,-74.00076167,40.72250674
Precinct01,37 vestry st,-74.00898391,40.72249766
Precinct01,35 vestry st,-74.00890428,40.72248522
Precinct01,454 broome st,-74.00060303,40.72242765
Precinct01,60 gra st,-74.00332602,40.72240357
Precinct01,60 gra st,-74.00332602,40.72240357
Precinct01,72 mercer st,-73.99993721,40.72238785
Precinct01,72 mercer st,-73.99993721,40.72238785
Precinct01,70 laight st,-74.0102019,40.72234037
Precinct01,47 greene st,-74.00199161,40.72224845
Precinct01,495 bway,-74.0000551,40.72224815
Precinct01,165 hudson st,-74.00853969,40.72216311
Precinct01,43 ave c,-73.98061287,40.7221583
Precinct01,457 broome st,-74.00111802,40.72215158
Precinct01,57 gra st,-74.00360753,40.72211596
Precinct01,504 bway,-73.99894311,40.72203804
Precinct01,71 laight st,-74.01022097,40.72191499
Precinct01,33 greene st,-74.00232292,40.72185747
Precinct01,399 washington st,-74.01040214,40.72171841
Precinct01,408 greenwich st,-74.01011736,40.72164948
Precinct01,311 w bway,-74.00378117,40.72163767
Precinct01,75 gra st,-74.00265575,40.72161391
Precinct01,96 gra st,-74.00170174,40.7215965
Precinct01,96 gra st,-74.00170174,40.7215965
Precinct01,96 gra st,-74.00170174,40.7215965
Precinct01,475 bway,-74.00068246,40.72152323
Precinct01,471 bway,-74.00063125,40.72132465
Precinct01,431 broome st,-73.99939179,40.72130807
Precinct01,40 mercer st,-74.00091997,40.72124423
Precinct01,476 bway,-73.99983753,40.72119919
Precinct01,19 greene st,-74.00291766,40.72115874
Precinct01,472 bway,-74.00007085,40.7211057
Precinct01,145 hudson st,-74.00868466,40.72107458
Precinct01,145 hudson st,-74.00868466,40.72107458
Precinct01,405 greenwich st,-74.00966276,40.72105225
Precinct01,29 mercer st,-74.00194124,40.72104722
Precinct01,29 mercer st,-74.00194124,40.72104722
Precinct01,107 gra st,-74.00138176,40.7209906
Precinct01,20 greene st,-74.00244456,40.72097691
Precinct01,401 greenwich st,-74.00968494,40.7209166
Precinct01,345 canal st,-74.00342224,40.72084199
Precinct01,345 canal st,-74.00342224,40.72084199
Precinct01,21 mercer st,-74.00212227,40.72083306
Precinct01,21 mercer st,-74.00212227,40.72083306
Precinct01,185 lafayette st,-73.99833301,40.72061268
Precinct01,18 mercer st,-74.00180576,40.72051085
Precinct01,5 mercer st,-74.00244893,40.7204466
Precinct01,5 mercer st,-74.00244893,40.7204466
Precinct01,50 howa st,-74.0018704,40.720384
Precinct01,450 bway,-74.00066797,40.7203235
Precinct01,53 n moore st,-74.00885844,40.72031214
Precinct01,53 n moore st,-74.00885844,40.72031214
Precinct01,w bway,-74.00577295,40.72024862
Precinct01,w bway,-74.00577295,40.72024862
Precinct01,w bway,-74.00577295,40.72024862
Precinct01,w bway,-74.00577295,40.72024862
Precinct01,w bway,-74.00577295,40.72024862
Precinct01,1 mercer st,-74.00254287,40.72012043
Precinct01,307 canal st,-74.00213499,40.7200036
Precinct01,45 lispena st,-74.00301192,40.71977441
Precinct01,315 church st,-74.00377537,40.71977313
Precinct01,315 church st,-74.00377537,40.71977313
Precinct01,311 church st,-74.00391227,40.71961808
Precinct01,44 lispena st,-74.00347356,40.71961394
Precinct01,186 franklin st,-74.00963304,40.71959556
Precinct01,182 franklin st,-74.00942808,40.71957733
Precinct01,182 franklin st,-74.00942808,40.71957733
Precinct01,112 hudson st,-74.00836011,40.7195682
Precinct01,176 franklin st,-74.00922599,40.71955937
Precinct01,176 franklin st,-74.00922599,40.71955937
Precinct01,228 w bway,-74.00643682,40.71953699
Precinct01,105 hudson st,-74.00900017,40.71952617
Precinct01,160 franklin st,-74.00819367,40.71945226
Precinct01,152 franklin st,-74.00787554,40.71942191
Precinct01,187 franklin st,-74.00983434,40.71928406
Precinct01,363 greenwich st,-74.00997089,40.71915589
Precinct01,363 greenwich st,-74.00997089,40.71915589
Precinct01,363 greenwich st,-74.00997089,40.71915589
Precinct01,363 greenwich st,-74.00997089,40.71915589
Precinct01,35 walker st,-74.0041627,40.71915146
Precinct01,295 church st,-74.00434415,40.71912964
Precinct01,295 church st,-74.00434415,40.71912964
Precinct01,407 bway,-74.00254775,40.71905566
Precinct01,407 bway,-74.00254775,40.71905566
Precinct01,153 franklin st,-74.00794535,40.71904981
Precinct01,9 white st,-74.00576118,40.71904404
Precinct01,9 white st,-74.00576118,40.71904404
Precinct01,149 franklin st,-74.00775767,40.71902599
Precinct01,217 w bway,-74.00608442,40.71901028
Precinct01,20 harrison st,-74.00979458,40.7189449
Precinct01,47 walker st,-74.00372018,40.71892065
Precinct01,47 walker st,-74.00372018,40.71892065
Precinct01,12 harrison st,-74.00951539,40.7189185
Precinct01,24 harrison st,-74.00997065,40.7189094
Precinct01,211 w bway,-74.00622508,40.71889567
Precinct01,408 bway,-74.00181264,40.71878708
Precinct01,55 walker st,-74.00338523,40.71878089
Precinct01,31 harrison st,-74.0109691,40.71869188
Precinct01,106 franklin st,-74.00566002,40.7186636
Precinct01,10 leona st,-74.00825636,40.71858319
Precinct01,10 leona st,-74.00825636,40.71858319
Precinct01,54 white st,-74.00370763,40.71857726
Precinct01,54 white st,-74.00370763,40.71857726
Precinct01,349 greenwich st,-74.01010215,40.71856271
Precinct01,349 greenwich st,-74.01010215,40.71856271
Precinct01,5 harrison st,-74.00925839,40.71851563
Precinct01,5 harrison st,-74.00925839,40.71851563
Precinct01,15 harrison st,-74.00982771,40.7185153
Precinct01,7 harrison st,-74.00951322,40.71848003
Precinct01,60 white st,-74.00348262,40.71847955
Precinct01,345 greenwich st,-74.01009309,40.71843684
Precinct01,273 church st,-74.00485989,40.71841577
Precinct01,394 bway,-74.00227326,40.71829446
Precinct01,190 hester st,-73.99849603,40.71813534
Precinct01,97 franklin st,-74.00525309,40.71804596
Precinct01,345 chambers st,-74.01384143,40.71801164
Precinct01,w bway,-74.00708256,40.71795383
Precinct01,w bway,-74.00708256,40.71795383
Precinct01,w bway,-74.00708256,40.71795383
Precinct01,w bway,-74.00708256,40.71795383
Precinct01,119 baxter st,-73.99880239,40.71789366
Precinct01,89 franklin st,-74.00497366,40.71787721
Precinct01,55 hudson st,-74.00930924,40.71774468
Precinct01,55 hudson st,-74.00930924,40.71774468
Precinct01,55 hudson st,-74.00930924,40.71774468
Precinct01,55 hudson st,-74.00930924,40.71774468
Precinct01,77 franklin st,-74.0045265,40.71771123
Precinct01,71 franklin st,-74.00435431,40.71763172
Precinct01,171 duane st,-74.00967635,40.71755176
Precinct01,455 n e ave,-74.01454304,40.71752113
Precinct01,455 n e ave,-74.01454304,40.71752113
Precinct01,455 n e ave,-74.01454304,40.71752113
Precinct01,83 leona st,-74.00476914,40.71749038
Precinct01,85 leona st,-74.00469421,40.71745729
Precinct01,201 warren st,-74.01367992,40.71714845
Precinct01,450 n e ave,-74.01395118,40.71709711
Precinct01,315 greenwich st,-74.01051889,40.71693813
Precinct01,354 bway,-74.00344782,40.7169142
Precinct01,354 bway,-74.00344782,40.7169142
Precinct01,134 w bway,-74.00841326,40.71691257
Precinct01,154 reade st,-74.01029159,40.71686306
Precinct01,154 reade st,-74.01029159,40.71686306
Precinct01,155 duane st,-74.00855069,40.7168106
Precinct01,150 reade st,-74.01013428,40.71679197
Precinct01,137 w bway,-74.00794949,40.71676149
Precinct01,146 reade st,-74.00997083,40.71673783
Precinct01,300 n e ave,-74.01434675,40.71661429
Precinct01,300 n e ave,-74.01434675,40.71661429
Precinct01,58 omas st,-74.00728653,40.71659673
Precinct01,311 greenwich st,-74.01052054,40.71657149
Precinct01,311 greenwich st,-74.01052054,40.71657149
Precinct01,134 reade st,-74.0095558,40.71652798
Precinct01,16 hudson st,-74.0088636,40.71646876
Precinct01,165 chambers st,-74.01047095,40.71636248
Precinct01,211 n e ave,-74.01545798,40.71628566
Precinct01,325 bway,-74.00496961,40.71623058
Precinct01,135 reade st,-74.00974802,40.71622425
Precinct01,144 duane st,-74.00797809,40.71611779
Precinct01,142 duane st,-74.0078516,40.71606072
Precinct01,142 duane st,-74.0078516,40.71606072
Precinct01,142 duane st,-74.0078516,40.71606072
Precinct01,111 wor st,-74.00349147,40.71605713
Precinct01,111 wor st,-74.00349147,40.71605713
Precinct01,321 bway,-74.00512175,40.71604985
Precinct01,110 reade st,-74.0084645,40.71603869
Precinct01,319 bway,-74.00519764,40.71595907
Precinct01,295 greenwich st,-74.01074646,40.71586582
Precinct01,295 greenwich st,-74.01074646,40.71586582
Precinct01,160 chambers st,-74.01037066,40.71581407
Precinct01,156 chambers st,-74.01022599,40.71574841
Precinct01,315 bway,-74.00538257,40.71573875
Precinct01,109 reade st,-74.00861902,40.71570969
Precinct01,176 church st,-74.00765044,40.71567136
Precinct01,92 warren st,-74.01066887,40.7156328
Precinct01,92 warren st,-74.01066887,40.7156328
Precinct01,92 warren st,-74.01066887,40.7156328
Precinct01,148 chambers st,-74.00991983,40.71560945
Precinct01,116 duane st,-74.00676898,40.71557077
Precinct01,305 bway,-74.0055998,40.71553166
Precinct01,305 bway,-74.0055998,40.71553166
Precinct01,80 warren st,-74.01017134,40.71543271
Precinct01,80 warren st,-74.01017134,40.71543271
Precinct01,299 bway,-74.00590757,40.71517952
Precinct01,299 bway,-74.00590757,40.71517952
Precinct01,299 bway,-74.00590757,40.71517952
Precinct01,299 bway,-74.00590757,40.71517952
Precinct01,299 bway,-74.00590757,40.71517952
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,275 greenwich st,-74.01092185,40.71517305
Precinct01,124 chambers st,-74.00886742,40.71512841
Precinct01,75 warren st,-74.01029162,40.71501097
Precinct01,116 chambers st,-74.00855703,40.71498602
Precinct01,48 warren st,-74.00880513,40.71480952
Precinct01,71 murray st,-74.01042255,40.7147757
Precinct01,69 murray st,-74.01030458,40.71472197
Precinct01,67 murray st,-74.01022192,40.71468433
Precinct01,57 reade st,-74.00636693,40.71461626
Precinct01,96 chambers st,-74.00765783,40.71457715
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,125 barclay st,-74.01295147,40.71457505
Precinct01,94 chambers st,-74.0075804,40.71454203
Precinct01,101 barclay st,-74.01223238,40.71451
Precinct01,101 barclay st,-74.01223238,40.71451
Precinct01,22 mott st,-73.99853258,40.7144409
Precinct01,255 greenwich st,-74.0108695,40.71437028
Precinct01,255 greenwich st,-74.0108695,40.71437028
Precinct01,255 greenwich st,-74.0108695,40.71437028
Precinct01,255 greenwich st,-74.0108695,40.71437028
Precinct01,51 murray st,-74.00941435,40.71430691
Precinct01,270 bway,-74.00695456,40.71426751
Precinct01,280 bway,-74.00565168,40.71423394
Precinct01,37 murray st,-74.00892493,40.71405307
Precinct01,250 vesey st,-74.01588051,40.7140321
Precinct01,250 vesey st,-74.01588051,40.7140321
Precinct01,120 church st,-74.00950748,40.71379218
Precinct01,120 church st,-74.00950748,40.71379218
Precinct01,120 church st,-74.00950748,40.71379218
Precinct01,120 church st,-74.00950748,40.71379218
Precinct01,120 church st,-74.00950748,40.71379218
Precinct01,30 w bway,-74.01117085,40.71377868
Precinct01,17 murray st,-74.00804423,40.71369239
Precinct01,9 murray st,-74.00784833,40.7136035
Precinct01,9 murray st,-74.00784833,40.7136035
Precinct01,111 church st,-74.00882938,40.71346256
Precinct01,111 church st,-74.00882938,40.71346256
Precinct01,253 bway,-74.00740832,40.71343409
Precinct01,253 bway,-74.00740832,40.71343409
Precinct01,25 park pl,-74.00873762,40.71338726
Precinct01,25 park pl,-74.00873762,40.71338726
Precinct01,23 park pl,-74.0086266,40.71335469
Precinct01,50 park pl,-74.01013454,40.71328714
Precinct01,17 park pl,-74.00838651,40.71324541
Precinct01,6 murray st,-74.00800112,40.71319592
Precinct01,11 park pl,-74.00822529,40.71316283
Precinct01,11 park pl,-74.00822529,40.71316283
Precinct01,250 bway,-74.00781005,40.71297876
Precinct01,99 church st,-74.00903339,40.71277573
Precinct01,90 church st,-74.01064064,40.71273487
Precinct01,90 church st,-74.01064064,40.71273487
Precinct01,233 bway,-74.00832743,40.71245752
Precinct01,233 bway,-74.00832743,40.71245752
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,10 barclay st,-74.00914144,40.7122184
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,20 vesey st,-74.00952587,40.71204925
Precinct01,225 bway,-74.00865038,40.71199231
Precinct01,225 bway,-74.00865038,40.71199231
Precinct01,225 bway,-74.00865038,40.71199231
Precinct01,18 vesey st,-74.00937225,40.71198901
Precinct01,18 vesey st,-74.00937225,40.71198901
Precinct01,14 vesey st,-74.00921799,40.71191809
Precinct01,14 vesey st,-74.00921799,40.71191809
Precinct01,217 bway,-74.00885033,40.71174852
Precinct01,15 park row,-74.00779048,40.71117542
Precinct01,15 park row,-74.00779048,40.71117542
Precinct01,15 park row,-74.00779048,40.71117542
Precinct01,5 beekman st,-74.00695999,40.71114553
Precinct01,5 beekman st,-74.00695999,40.71114553
Precinct01,5 beekman st,-74.00695999,40.71114553
Precinct01,5 beekman st,-74.00695999,40.71114553
Precinct01,5 beekman st,-74.00695999,40.71114553
Precinct01,15 ann st,-74.00781465,40.71100728
Precinct01,8 spruce st,-74.0056764,40.71096993
Precinct01,8 spruce st,-74.0056764,40.71096993
Precinct01,132 nassau st,-74.00650465,40.71092894
Precinct01,132 nassau st,-74.00650465,40.71092894
Precinct01,222 bway,-74.00838748,40.71087281
Precinct01,222 bway,-74.00838748,40.71087281
Precinct01,222 bway,-74.00838748,40.71087281
Precinct01,195 bway,-74.00976218,40.71085166
Precinct01,195 bway,-74.00976218,40.71085166
Precinct01,195 bway,-74.00976218,40.71085166
Precinct01,195 bway,-74.00976218,40.71085166
Precinct01,26 ann st,-74.0079618,40.71063583
Precinct01,35 ann st,-74.00718273,40.71059621
Precinct01,35 ann st,-74.00718273,40.71059621
Precinct01,35 ann st,-74.00718273,40.71059621
Precinct01,35 ann st,-74.00718273,40.71059621
Precinct01,21 dey st,-74.01077541,40.71059611
Precinct01,22 cortlat st,-74.01049709,40.71046563
Precinct01,22 cortlat st,-74.01049709,40.71046563
Precinct01,22 cortlat st,-74.01049709,40.71046563
Precinct01,49 ann st,-74.0066705,40.71040551
Precinct01,200 bway,-74.00896903,40.71039939
Precinct01,200 bway,-74.00896903,40.71039939
Precinct01,200 bway,-74.00896903,40.71039939
Precinct01,144 fulton st,-74.00857941,40.71038307
Precinct01,144 fulton st,-74.00857941,40.71038307
Precinct01,142 fulton st,-74.00849837,40.71034209
Precinct01,129 fulton st,-74.00738778,40.71032977
Precinct01,138 fulton st,-74.00834596,40.710265
Precinct01,138 fulton st,-74.00834596,40.710265
Precinct01,130 fulton st,-74.00807434,40.71021727
Precinct01,125 fulton st,-74.00716016,40.71021579
Precinct01,125 fulton st,-74.00716016,40.71021579
Precinct01,125 fulton st,-74.00716016,40.71021579
Precinct01,125 fulton st,-74.00716016,40.71021579
Precinct01,166 william st,-74.00558022,40.71016825
Precinct01,166 william st,-74.00558022,40.71016825
Precinct01,121 fulton st,-74.00704621,40.71015789
Precinct01,121 fulton st,-74.00704621,40.71015789
Precinct01,15 john st,-74.00881488,40.7101122
Precinct01,320 albany st,-74.01756909,40.71010753
Precinct01,100 gold st,-74.00324151,40.71010453
Precinct01,119 fulton st,-74.00693371,40.71010071
Precinct01,119 fulton st,-74.00693371,40.71010071
Precinct01,17 john st,-74.0086653,40.7100218
Precinct01,182 bway,-74.00936994,40.71002167
Precinct01,182 bway,-74.00936994,40.71002167
Precinct01,182 bway,-74.00936994,40.71002167
Precinct01,182 bway,-74.00936994,40.71002167
Precinct01,90 w st,-74.01425598,40.70999233
Precinct01,90 w st,-74.01425598,40.70999233
Precinct01,120 fulton st,-74.00756868,40.709913
Precinct01,140 washington st,-74.01397254,40.70984781
Precinct01,176 bway,-74.00950383,40.70983206
Precinct01,176 bway,-74.00950383,40.70983206
Precinct01,176 bway,-74.00950383,40.70983206
Precinct01,174 bway,-74.00972802,40.70979739
Precinct01,174 bway,-74.00972802,40.70979739
Precinct01,71 nassau st,-74.00850239,40.70975467
Precinct01,71 nassau st,-74.00850239,40.70975467
Precinct01,250 s e ave,-74.01613851,40.70974781
Precinct01,110 fulton st,-74.00712041,40.7096884
Precinct01,170 bway,-74.00983022,40.70953171
Precinct01,225 rector pl,-74.0159443,40.70950129
Precinct01,225 rector pl,-74.0159443,40.70950129
Precinct01,225 rector pl,-74.0159443,40.70950129
Precinct01,225 rector pl,-74.0159443,40.70950129
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,160 bway,-74.00975776,40.70930159
Precinct01,150 bway,-74.01007229,40.70918121
Precinct01,150 bway,-74.01007229,40.70918121
Precinct01,150 bway,-74.01007229,40.70918121
Precinct01,123 washington st,-74.01371158,40.70916147
